,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company,model
1260,Maruti Swift VDI BSIV,2014,370000,57000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift VDI
1261,Maruti 800 DX,2000,50000,60000,Petrol,Individual,Manual,First Owner,Maruti,Maruti 800 DX
1262,Honda City 1.5 GXI,2004,125000,120000,Petrol,Individual,Manual,Second Owner,Honda,Honda City 1.5
1263,Honda CR-V Diesel 4WD,2018,1800000,26000,Diesel,Individual,Automatic,First Owner,Honda,Honda CR-V Diesel
1264,Hyundai Grand i10 1.2 Kappa Magna AT,2019,650000,20000,Petrol,Individual,Automatic,First Owner,Hyundai,Hyundai Grand i10
1265,Maruti Ertiga BSIV VXI AT,2017,800000,30600,Petrol,Individual,Automatic,First Owner,Maruti,Maruti Ertiga BSIV
1266,Volkswagen Polo 1.0 TSI Highline Plus,2020,802000,5000,Petrol,Individual,Manual,First Owner,Volkswagen,Volkswagen Polo 1.0
1267,Audi A4 35 TDI Premium,2015,2300000,35000,Diesel,Individual,Automatic,Third Owner,Audi,Audi A4 35
1268,Hyundai Xcent 1.1 CRDi SX,2016,430000,35000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Xcent 1.1
1269,Hyundai Verna 1.6 SX VTVT,2017,650000,23000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
1270,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,170000,120000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Scorpio 2.6
1272,Maruti Alto 800 LXI,2013,250000,87000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
1273,Ford Ecosport 1.0 Ecoboost Titanium,2014,550000,72000,Petrol,Individual,Manual,Second Owner,Ford,Ford Ecosport 1.0
1274,Jaguar XF 3.0 Litre S Premium Luxury,2013,2000000,64000,Diesel,Individual,Automatic,Second Owner,Jaguar,Jaguar XF 3.0
1275,Maruti Zen Estilo VXI BSIII,2007,140000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Zen Estilo
1276,Chevrolet Beat LT,2012,155000,12000,Petrol,Individual,Manual,First Owner,Chevrolet,Chevrolet Beat LT
1277,Hyundai Accent Executive,2010,120000,67000,Petrol,Individual,Manual,Third Owner,Hyundai,Hyundai Accent Executive
1278,Toyota Innova 2.5 E 8 STR,2012,287000,70000,Diesel,Individual,Manual,First Owner,Toyota,Toyota Innova 2.5
1279,Maruti Baleno Alpha 1.3,2016,675000,60000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Baleno Alpha
1280,Hyundai i10 Magna 1.2 iTech SE,2011,235000,74500,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai i10 Magna
1281,Hyundai i20 1.4 CRDi Asta,2011,300000,118700,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai i20 1.4
1282,Nissan Micra XL CVT,2015,434999,40000,Petrol,Individual,Automatic,Second Owner,Nissan,Nissan Micra XL
1284,Toyota Corolla AE,2006,160000,140000,Petrol,Individual,Manual,Second Owner,Toyota,Toyota Corolla AE
1285,Hyundai Grand i10 Nios Sportz,2020,600000,5000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
1286,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,470000,100000,Diesel,Individual,Manual,Second Owner,Chevrolet,Chevrolet Tavera Neo
1287,Maruti Swift Dzire VXi,2011,300000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
1288,Maruti Baleno Delta 1.2,2018,600000,2000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Baleno Delta
1289,Hyundai Grand i10 Nios AMT Magna,2020,640000,4000,Petrol,Individual,Automatic,First Owner,Hyundai,Hyundai Grand i10
1290,Tata Indica DLS,2006,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner,Tata,Tata Indica DLS
1291,Hyundai Verna 1.6 VTVT S,2015,600000,35000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
1292,Hyundai i10 Magna LPG,2014,290000,29000,LPG,Individual,Manual,First Owner,Hyundai,Hyundai i10 Magna
1293,Hyundai Verna 1.6 VTVT S,2015,600000,30000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
1294,Tata Manza Aqua Quadrajet BS IV,2012,190000,120000,Diesel,Individual,Manual,First Owner,Tata,Tata Manza Aqua
1295,Hyundai i10 Era 1.1,2008,160000,110000,Petrol,Individual,Manual,Third Owner,Hyundai,Hyundai i10 Era
1296,Maruti Alto K10 VXI,2017,325000,15000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
1297,Mahindra Bolero DI,2006,200000,73756,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Bolero DI
1299,Chevrolet Spark 1.0 LS,2011,125000,60000,Petrol,Individual,Manual,Third Owner,Chevrolet,Chevrolet Spark 1.0
1300,Hyundai i10 Magna 1.1,2008,155000,60000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,Hyundai i10 Magna
1301,Hyundai i20 Asta 1.4 CRDi,2015,550000,90000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai i20 Asta
1302,Maruti Wagon R LX BSIII,2009,130000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Maruti Wagon R
1303,Maruti 800 AC,2002,80000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
1304,Toyota Etios Cross 1.4L GD,2015,500000,80000,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Etios Cross
1305,Renault KWID RXT BSIV,2019,250000,27000,Petrol,Individual,Manual,First Owner,Renault,Renault KWID RXT
1306,Mahindra XUV500 W8 2WD,2012,580000,70000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra XUV500 W8
1307,Daewoo Matiz SD,2002,60000,50000,Petrol,Individual,Manual,First Owner,Daewoo,Daewoo Matiz SD
1309,Ford Figo Diesel Titanium,2014,200000,90000,Diesel,Individual,Manual,Second Owner,Ford,Ford Figo Diesel
1310,Tata Hexa XT,2017,1200000,16400,Diesel,Individual,Manual,First Owner,Tata,Tata Hexa XT
1311,Toyota Etios Cross 1.4L GD,2015,350000,80000,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Etios Cross
1312,Mahindra XUV500 W8 4WD,2012,600000,80000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra XUV500 W8
1313,Honda Jazz V,2019,650000,4000,Petrol,Individual,Manual,First Owner,Honda,Honda Jazz V
1314,Maruti A-Star Lxi,2008,120000,40000,Petrol,Individual,Manual,First Owner,Maruti,Maruti A-Star Lxi
1315,Tata New Safari DICOR 2.2 EX 4x2,2010,180000,120000,Diesel,Individual,Manual,Second Owner,Tata,Tata New Safari
1316,Hyundai Verna VTVT 1.6 AT SX Option,2018,950000,41395,Petrol,Individual,Automatic,First Owner,Hyundai,Hyundai Verna VTVT
1317,Tata Manza Aura Quadrajet BS IV,2012,250999,35000,Diesel,Individual,Manual,Second Owner,Tata,Tata Manza Aura
1318,Audi A8 L 3.0 TDI quattro,2009,1250000,47000,Diesel,Dealer,Automatic,Second Owner,Audi,Audi A8 L
1319,Chevrolet Beat LT,2013,165000,50000,Petrol,Individual,Manual,First Owner,Chevrolet,Chevrolet Beat LT
1320,Hyundai Elantra SX,2015,700000,48000,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai Elantra SX
1321,Mahindra XUV500 W8 4WD,2015,750000,53000,Diesel,Dealer,Manual,First Owner,Mahindra,Mahindra XUV500 W8
1322,Datsun redi-GO AMT 1.0 T Option,2018,290000,15000,Petrol,Dealer,Automatic,First Owner,Datsun,Datsun redi-GO AMT
1323,Tata Nano Cx BSIII,2014,45000,7000,Petrol,Individual,Manual,Second Owner,Tata,Tata Nano Cx
1324,Skoda Superb Ambition 2.0 TDI CR AT,2013,675000,88000,Diesel,Dealer,Automatic,First Owner,Skoda,Skoda Superb Ambition
1325,Nissan Terrano XL Plus 85 PS,2015,530000,55000,Diesel,Dealer,Manual,First Owner,Nissan,Nissan Terrano XL
1326,BMW X1 sDrive20d M Sport,2014,1485000,48000,Diesel,Dealer,Automatic,First Owner,BMW,BMW X1 sDrive20d
1327,Chevrolet Enjoy TCDi LT 7 Seater,2014,325000,71014,Diesel,Dealer,Manual,First Owner,Chevrolet,Chevrolet Enjoy TCDi
1328,Honda Amaze S Diesel,2015,400000,60000,Diesel,Dealer,Manual,First Owner,Honda,Honda Amaze S
1329,Mahindra KUV 100 D75 K6 Plus,2017,380000,71000,Diesel,Dealer,Manual,First Owner,Mahindra,Mahindra KUV 100
1330,Honda City i-VTEC CVT VX,2016,750000,45000,Petrol,Dealer,Automatic,First Owner,Honda,Honda City i-VTEC
1331,Honda Brio VX,2017,390000,45000,Petrol,Dealer,Manual,First Owner,Honda,Honda Brio VX
1332,MG Hector Sharp Diesel MT BSIV,2019,1825000,14000,Diesel,Dealer,Manual,First Owner,MG,MG Hector Sharp
1334,Renault Scala Diesel RxL,2015,370000,60000,Diesel,Dealer,Manual,First Owner,Renault,Renault Scala Diesel
1335,Chevrolet Beat Diesel LT,2013,210000,80000,Diesel,Individual,Manual,Second Owner,Chevrolet,Chevrolet Beat Diesel
1337,Hyundai Verna 1.6 SX CRDi (O),2012,575000,89550,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai Verna 1.6
1338,Mahindra Xylo D4,2010,320000,90000,Diesel,Individual,Manual,Third Owner,Mahindra,Mahindra Xylo D4
1339,Maruti Swift Ldi BSIV,2010,280000,149500,Diesel,Individual,Manual,Third Owner,Maruti,Maruti Swift Ldi
1341,Ford Fiesta Diesel Style,2013,380000,83000,Diesel,Dealer,Manual,First Owner,Ford,Ford Fiesta Diesel
1342,Maruti 800 AC BSIII,2005,120000,20000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
1343,Maruti Eeco 5 Seater AC BSIV,2018,395000,20000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Eeco 5
1344,Skoda Laura 1.9 TDI MT Ambiente,2010,360000,160000,Diesel,Individual,Manual,First Owner,Skoda,Skoda Laura 1.9
1345,Nissan Terrano XL Plus 85 PS,2015,451000,100000,Diesel,Individual,Manual,First Owner,Nissan,Nissan Terrano XL
1346,Chevrolet Spark 1.0 LS,2010,175000,45000,Petrol,Individual,Manual,Second Owner,Chevrolet,Chevrolet Spark 1.0
1347,Chevrolet Spark 1.0 LS,2009,170000,44800,Petrol,Individual,Manual,Second Owner,Chevrolet,Chevrolet Spark 1.0
1348,Hyundai Santro Xing XL eRLX Euro III,2006,100000,40000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai Santro Xing
1349,Maruti Omni MPI STD BSIV,2014,150000,120000,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Omni MPI
1350,Tata Indica Vista Quadrajet LX,2011,149000,10000,Diesel,Individual,Manual,Second Owner,Tata,Tata Indica Vista
1351,Tata Indica Vista Aqua 1.3 Quadrajet,2011,160000,80000,Diesel,Individual,Manual,Second Owner,Tata,Tata Indica Vista
1352,Mahindra XUV500 W8 4WD,2014,800000,156000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra XUV500 W8
1353,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2010,819999,120000,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Innova 2.5
1354,Maruti Baleno Vxi,2007,163000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Baleno Vxi
1355,Mercedes-Benz E-Class 220 CDI,2001,350000,100000,Diesel,Individual,Manual,Second Owner,Mercedes-Benz,Mercedes-Benz E-Class 220
1356,Tata Indica GLS BS IV,2006,75000,100000,Petrol,Individual,Manual,Second Owner,Tata,Tata Indica GLS
1357,Maruti Alto LXi,2012,180000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
1358,Ford Figo Aspire 1.5 TDCi Trend,2017,675000,30000,Diesel,Individual,Manual,First Owner,Ford,Ford Figo Aspire
1359,Maruti Swift VDI,2013,400000,170000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
1360,Volkswagen Polo Diesel Highline 1.2L,2013,434999,100000,Diesel,Individual,Manual,Second Owner,Volkswagen,Volkswagen Polo Diesel
1361,Tata Indigo GLX,2006,100000,110000,Petrol,Individual,Manual,Second Owner,Tata,Tata Indigo GLX
1362,Maruti Swift Dzire LDI Optional,2015,419000,170000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
1363,Tata Indica GLS BS IV,2009,200000,100000,Petrol,Individual,Manual,First Owner,Tata,Tata Indica GLS
1364,Renault Scala Diesel RxL,2014,400000,35000,Diesel,Individual,Manual,First Owner,Renault,Renault Scala Diesel
1365,Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,790000,40000,Diesel,Individual,Manual,Second Owner,Ford,Ford EcoSport 1.5
1366,Renault Duster 85PS Diesel RxL Plus,2015,500000,90000,Diesel,Individual,Manual,Second Owner,Renault,Renault Duster 85PS
1367,Skoda Rapid 1.6 TDI Elegance,2012,275000,120000,Diesel,Individual,Manual,Second Owner,Skoda,Skoda Rapid 1.6
1368,Hyundai i20 1.4 CRDi Sportz,2012,450000,120000,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai i20 1.4
1369,Maruti Wagon R VXI,2016,360000,33000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Wagon R
1370,Maruti Alto LXi BSIII,2010,210000,25000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LXi
1371,Maruti Alto K10 LXI,2014,220000,66000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Alto K10
1372,Chevrolet Aveo 1.4 LT BSIV,2009,250000,48000,Petrol,Individual,Manual,First Owner,Chevrolet,Chevrolet Aveo 1.4
1373,Toyota Innova 2.5 G (Diesel) 8 Seater,2016,990000,146000,Diesel,Dealer,Manual,First Owner,Toyota,Toyota Innova 2.5
1374,Mahindra Quanto C4,2013,220000,100000,Diesel,Individual,Manual,Fourth & Above Owner,Mahindra,Mahindra Quanto C4
1375,Jaguar XF 3.0 Litre S Premium Luxury,2012,1800000,50000,Diesel,Individual,Automatic,Second Owner,Jaguar,Jaguar XF 3.0
1376,Honda City i VTEC V,2014,530000,50000,Petrol,Individual,Manual,First Owner,Honda,Honda City i
1377,Maruti Baleno Alpha 1.3,2016,575000,50000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Baleno Alpha
1378,Mahindra Xylo E4,2012,400000,99000,Diesel,Dealer,Manual,First Owner,Mahindra,Mahindra Xylo E4
1379,Honda Mobilio S i DTEC,2016,680000,50000,Diesel,Individual,Manual,First Owner,Honda,Honda Mobilio S
1380,Hyundai Santa Fe 4WD AT,2014,1000000,80000,Diesel,Individual,Automatic,First Owner,Hyundai,Hyundai Santa Fe
1381,Maruti Alto 800 LXI,2016,260000,45000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto 800
1382,Tata Manza Aura (ABS) Safire BS IV,2010,150000,50000,Petrol,Individual,Manual,Second Owner,Tata,Tata Manza Aura
1383,Maruti Alto LXi BSIII,2008,180000,70000,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Alto LXi
1384,Force One EX,2014,346000,37516,Diesel,Individual,Manual,First Owner,Force,Force One EX
1385,Mahindra Xylo D2 BS IV,2015,450000,20000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Xylo D2
1386,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,500000,5000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
1387,Hyundai Grand i10 1.2 CRDi Asta,2019,700000,8000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
1388,Maruti Alto 800 LXI,2019,280000,25880,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
1389,Hyundai Santro Magna AMT BSIV,2019,475000,10000,Petrol,Individual,Automatic,First Owner,Hyundai,Hyundai Santro Magna
1390,Maruti Swift Dzire VDi,2009,300000,50000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
1391,Maruti Alto K10 LXI,2014,200999,40000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
1392,Skoda Laura 1.9 TDI MT Ambiente,2009,200000,100000,Diesel,Individual,Manual,Third Owner,Skoda,Skoda Laura 1.9
1393,Chevrolet Aveo U-VA 1.2 LS,2009,210000,80000,Petrol,Individual,Manual,Second Owner,Chevrolet,Chevrolet Aveo U-VA
1394,Tata Indigo LS BSII,2012,160000,110000,Diesel,Individual,Manual,First Owner,Tata,Tata Indigo LS
1395,Hyundai Verna CRDi SX ABS,2009,175000,136000,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai Verna CRDi
1396,Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,320000,80000,Diesel,Individual,Manual,First Owner,Tata,Tata New Safari
1397,Maruti Alto LXi,2009,110000,50000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
1398,Maruti Wagon R LXI Minor,2008,300000,30000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
1399,Honda City V MT,2012,700000,10000,Petrol,Individual,Manual,First Owner,Honda,Honda City V
1400,Tata Indica Vista Aura 1.3 Quadrajet,2009,135000,90000,Diesel,Individual,Manual,Fourth & Above Owner,Tata,Tata Indica Vista
1401,Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015,500000,110000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Bolero Power
1402,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,550000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra Scorpio VLX
1403,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,1050000,90000,Diesel,Individual,Manual,Third Owner,Toyota,Toyota Innova 2.5
1404,Honda City i VTEC V,2016,500000,20000,Petrol,Individual,Manual,First Owner,Honda,Honda City i
1405,Maruti Ritz VDi,2011,180000,90000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Ritz VDi
1406,Hyundai Santro Xing GLS,2010,170000,50000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai Santro Xing
1407,Honda Brio 1.2 S Option MT,2019,484999,9000,Petrol,Individual,Manual,First Owner,Honda,Honda Brio 1.2
1408,Maruti A-Star Vxi,2011,150000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti A-Star Vxi
1409,Maruti Alto K10 VXI Airbag,2018,380000,25000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
1410,Hyundai Santro Sportz BSIV,2019,480000,10000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Santro Sportz
1411,Volkswagen Polo Diesel Highline 1.2L,2011,290000,60000,Diesel,Individual,Manual,Second Owner,Volkswagen,Volkswagen Polo Diesel
1412,Fiat Linea Dynamic,2013,350000,70000,Petrol,Individual,Manual,First Owner,Fiat,Fiat Linea Dynamic
1413,Maruti Alto 800 LXI,2014,110000,25000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
1414,Hyundai Santro LE zipPlus,2003,70000,80000,Petrol,Individual,Manual,Third Owner,Hyundai,Hyundai Santro LE
1415,Volkswagen Vento Petrol Highline AT,2011,300000,70000,Petrol,Individual,Automatic,Third Owner,Volkswagen,Volkswagen Vento Petrol
1416,Maruti Alto 800 LX,2017,180000,60000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
1417,Renault KWID RXL,2020,300000,20000,Petrol,Individual,Manual,First Owner,Renault,Renault KWID RXL
1418,Maruti Baleno Delta 1.2,2017,509000,60000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Baleno Delta
1419,Maruti SX4 S Cross DDiS 320 Zeta,2016,650000,80000,Diesel,Individual,Manual,First Owner,Maruti,Maruti SX4 S
1420,Maruti Swift VDI BSIV,2015,450000,70000,Diesel,Individual,Manual,Third Owner,Maruti,Maruti Swift VDI
1421,Mahindra Jeep Classic,1999,170000,2020,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra Jeep Classic
1422,Mahindra Scorpio 2.6 Turbo 7 Str,2007,210000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra Scorpio 2.6
1423,Hyundai i20 Asta 1.4 CRDi,2013,360000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai i20 Asta
1424,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2011,495000,120000,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Innova 2.5
1425,Maruti Alto LX,2006,105000,100000,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Alto LX
1426,Hyundai i20 Magna,2010,270000,60000,Petrol,Individual,Manual,Third Owner,Hyundai,Hyundai i20 Magna
1427,Ford Figo Petrol LXI,2010,130000,110000,Petrol,Individual,Manual,First Owner,Ford,Ford Figo Petrol
1428,Honda City i DTEC S,2014,700000,90000,Diesel,Individual,Manual,Second Owner,Honda,Honda City i
1429,Chevrolet Cruze LTZ,2012,400000,40000,Diesel,Individual,Manual,First Owner,Chevrolet,Chevrolet Cruze LTZ
1430,Maruti Swift ZXI ABS,2009,250000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Swift ZXI
1431,Honda Amaze VX i-DTEC,2013,325000,94000,Diesel,Individual,Manual,Second Owner,Honda,Honda Amaze VX
1432,Maruti Alto LXi,2008,69000,100000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LXi
1433,Mahindra Scorpio S11 BSIV,2018,1380000,25000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Scorpio S11
1434,Maruti Zen Estilo VXI BSIII,2007,90000,90000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Zen Estilo
1435,Mahindra XUV500 W6 1.99 mHawk,2016,1000000,40000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra XUV500 W6
1436,Hyundai Accent GLE CNG,2010,145000,90000,CNG,Individual,Manual,Second Owner,Hyundai,Hyundai Accent GLE
1437,Maruti Alto K10 LX,2020,250000,1100,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Maruti Alto K10
1438,Maruti Swift VDI,2011,256000,70000,Diesel,Individual,Manual,Third Owner,Maruti,Maruti Swift VDI
1439,Tata Indica DLS,2005,70000,120000,Diesel,Individual,Manual,First Owner,Tata,Tata Indica DLS
1440,Maruti Wagon R VX,2000,50000,88500,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Maruti Wagon R
1441,Renault KWID RXT,2016,240000,70000,Petrol,Individual,Manual,Second Owner,Renault,Renault KWID RXT
1442,Tata Indica Vista Aqua 1.2 Safire BSIV,2010,97000,128000,Petrol,Individual,Manual,First Owner,Tata,Tata Indica Vista
1443,Tata Indigo CR4,2012,130000,120000,Diesel,Individual,Manual,First Owner,Tata,Tata Indigo CR4
1444,Maruti Swift 1.3 VXi,2009,199000,52536,Petrol,Individual,Manual,First Owner,Maruti,Maruti Swift 1.3
1445,Honda Civic 1.8 S AT,2006,125000,70000,Petrol,Individual,Automatic,First Owner,Honda,Honda Civic 1.8
1446,Hyundai Xcent 1.1 CRDi Base,2015,420000,60000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Xcent 1.1
1447,Mahindra NuvoSport N8,2016,525000,110000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra NuvoSport N8
1448,Hyundai Santro Xing GLS,2008,125000,85000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Santro Xing
1449,Hyundai Verna Transform CRDi VGT SX ABS,2010,325000,135000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Verna Transform
1450,Volkswagen Vento New Diesel Highline,2012,330000,86000,Diesel,Individual,Manual,Fourth & Above Owner,Volkswagen,Volkswagen Vento New
1451,Maruti Wagon R LXI BS IV,2010,110000,50000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
1452,Maruti S-Presso VXI Plus,2019,450000,1950,Petrol,Individual,Manual,First Owner,Maruti,Maruti S-Presso VXI
1453,Maruti Swift 1.3 VXi,2005,85000,118400,Petrol,Individual,Manual,First Owner,Maruti,Maruti Swift 1.3
1454,Honda Civic 1.8 S MT,2007,229999,70000,Petrol,Individual,Manual,Second Owner,Honda,Honda Civic 1.8
1455,Hyundai i10 Magna,2012,250000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai i10 Magna
1456,Ford Ecosport 1.5 DV5 MT Titanium,2015,650000,68000,Diesel,Individual,Manual,First Owner,Ford,Ford Ecosport 1.5
